,动画,番剧,国创,音乐,舞蹈,游戏,娱乐,生活,鬼畜,影视,放映厅,时尚,广告,科技,数码
2018年01月30日,775725,118159,60127,1301037,199232,4233415,1357245,2002705,108016,869559,73103,274785,63400,602283,148602
2018年01月31日,776943,118283,60268,1303216,199521,4244159,1360143,2007801,108116,871641,73273,275487,63603,603796,148922
2018年02月01日,778519,118411,60402,1305727,199858,4257077,1363556,2013719,108259,873800,73511,276267,63806,605646,149345
2018年02月02日,779933,118530,60510,1307926,200139,4268352,1366367,2019117,108408,876337,73542,277032,63990,607251,149671
2018年02月03日,781548,118667,60681,1310772,200494,4281647,1370121,2024542,108559,878461,73837,277831,64214,608750,149976
2018年02月04日,783051,118796,60818,1313125,200826,4293697,1373490,2029730,108704,880937,73979,278403,64361,610116,150221
2018年02月05日,784633,118935,60948,1315808,201192,4307011,1376821,2036243,108847,883499,74172,279187,64539,611859,150611
2018年02月06日,786267,119068,61082,1318158,201501,4319725,1379898,2042017,109009,885793,74394,279838,64697,613385,150964
2018年02月07日,788012,119222,61243,1321042,201909,4335810,1383349,2048643,109194,887841,74604,280554,64912,615185,151341
2018年02月08日,789530,119364,61380,1323380,202196,4348845,1386161,2053806,109353,890324,74759,281223,65066,616722,151647
2018年02月09日,791302,119520,61546,1326441,202625,4364140,1389957,2059893,109565,892705,74985,282029,65222,618520,152010
2018年02月10日,792974,119657,61744,1329222,202983,4377424,1393325,2065159,109751,895208,75117,282724,65326,619870,152254
2018年02月11日,794772,119798,61900,1331962,203361,4392443,1396982,2071196,109943,897283,75279,283466,65436,621454,152577
2018年02月12日,796220,119914,62040,1334277,203681,4405434,1399916,2076135,110120,899567,75451,284131,65542,622823,152829
2018年02月13日,798099,120069,62205,1337077,204097,4420124,1403467,2082106,110345,901815,75656,284885,65635,624257,153152
2018年02月14日,799990,120184,62413,1339916,204771,4431742,1406626,2087232,110529,904193,75778,285499,65719,625353,153384
2018年02月15日,801931,120404,62654,1342859,205301,4444745,1410103,2092858,110784,906591,75890,286115,65798,626541,153652
2018年02月16日,803533,120551,62827,1345101,205739,4457556,1413070,2097732,111001,908365,75970,286618,65884,627496,153858
2018年02月17日,805036,120693,62979,1347294,206035,4469175,1415986,2102266,111172,909980,76064,287139,65960,628377,154049
2018年02月18日,806297,120843,63095,1349130,206251,4479685,1418513,2106166,111323,911902,76126,287602,66011,629225,154261
2018年02月19日,807963,120997,63256,1351624,206500,4492923,1421610,2111290,111522,913925,76256,288062,66086,630399,154509
2018年02月20日,809276,121111,63385,1353493,206770,4504093,1423927,2115557,111663,915783,76369,288538,66152,631345,154749
2018年02月21日,811145,121246,63580,1356127,207092,4519027,1427102,2121468,111846,918298,76554,289148,66269,632579,155095
2018年02月22日,812542,121397,63704,1358309,207387,4531490,1430181,2126785,112018,920813,76740,289888,66400,633780,155363
2018年02月23日,814327,121571,63900,1361380,207726,4546382,1433886,2133359,112206,923619,76868,290762,66569,635290,155822
2018年02月24日,815941,121700,64043,1364003,208006,4559940,1437261,2139236,112369,926513,77028,291549,66695,636701,156225
2018年02月25日,817772,121858,64199,1366578,208338,4574223,1441032,2145077,112546,928876,77240,292253,66837,638430,156579
2018年02月26日,819110,122009,64322,1368675,208648,4586038,1444339,2150666,112696,931610,77385,292998,66967,640046,157151
2018年02月27日,820588,122159,64462,1370898,208998,4598498,1447898,2156700,112846,933845,77567,293863,67100,641935,157636
2018年02月28日,821945,122277,64600,1373080,209338,4610386,1451456,2162626,112998,937055,77733,294698,67269,643692,158064
2018年03月01日,823542,122480,64769,1375709,209662,4624147,1455410,2169270,113163,939649,77965,295635,67434,645774,158535
2018年03月02日,824966,122656,64977,1378053,210108,4636360,1458794,2175327,113306,942141,78193,296485,67624,647391,158951
2018年03月03日,826510,122789,65144,1380552,210470,4649687,1462487,2180904,113509,944618,78314,297130,67738,649024,159377
2018年03月04日,828035,122967,65295,1383184,210793,4662987,1465840,2186811,113701,946950,78517,297754,67859,650429,159695
2018年03月05日,829249,123102,65415,1385378,211086,4674499,1469313,2192975,113805,949247,78757,298580,67980,652293,160050
2018年03月06日,830199,123231,65503,1387796,211366,4684228,1472064,2198137,113908,951236,78950,299378,68172,653914,160364
2018年03月07日,831173,123361,65623,1391891,211647,4694531,1474898,2203658,114001,953575,79134,300166,68452,655614,160698
2018年03月08日,832155,123524,65738,1394246,211933,4704402,1477873,2208996,114073,955251,79282,300964,68623,657360,161072
2018年03月09日,833235,123648,65847,1397081,212243,4714775,1480675,2214377,114186,957555,79531,301748,68778,659062,161478
2018年03月10日,834563,123820,65998,1400321,212557,4728342,1483711,2219561,114326,959493,79677,302505,68886,660531,161819
2018年03月11日,836062,123964,66137,1403156,212859,4742665,1486851,2225089,114510,961660,79817,303121,68973,662061,162170
2018年03月12日,837415,124124,66262,1405579,213209,4755376,1490439,2231558,114638,964406,79991,303986,69145,664004,162620
2018年03月13日,838400,124272,66369,1407556,213518,4765697,1493286,2236854,114736,966662,80199,304758,69278,665903,163014
2018年03月14日,839327,124419,66497,1409503,213850,4775382,1496097,2242035,114828,968845,80452,305523,69428,667700,163380
2018年03月15日,840270,124556,66615,1411472,214156,4785659,1499191,2247534,114939,971049,80679,306341,69602,669436,163753
2018年03月16日,841425,124696,66757,1413519,214524,4796673,1502067,2253098,115062,973599,80884,307163,69763,671198,164118
2018年03月17日,842982,124869,66910,1415944,214876,4809875,1505183,2258400,115259,975972,81096,307857,69884,672959,164457
2018年03月18日,844738,125014,67046,1418544,215209,4824220,1508639,2263983,115484,978381,81250,308491,70021,674402,164826
2018年03月19日,845992,125175,67184,1420659,215504,4835309,1511870,2269747,115593,980661,81408,309262,70159,676227,165200
2018年03月20日,847216,125308,67289,1422903,215802,4847009,1514995,2275615,115715,983475,81657,309992,70320,678241,165682
2018年03月21日,848246,125462,67396,1424959,216083,4857391,1517986,2281074,115842,985795,81877,310759,70466,680229,166072
2018年03月22日,849265,125608,67506,1426811,216382,4867850,1520714,2286265,115964,988014,82070,311427,70667,682001,166478
2018年03月23日,850456,125762,67634,1428978,216722,4878825,1523899,2291748,116115,990250,82276,312235,70898,683806,166895
2018年03月24日,852000,125982,67780,1431677,217051,4892580,1527201,2297456,116309,992049,82449,312956,71062,685569,167259
2018年03月25日,853826,126211,67931,1434404,217426,4907936,1530985,2303413,116536,994517,82650,313691,71163,687052,167639
2018年03月26日,855131,126454,68084,1436816,217754,4920231,1534496,2309491,116690,997025,82846,314457,71321,689163,168077
2018年03月27日,856137,126612,68211,1438825,218057,4931189,1537740,2315014,116803,999219,83060,315251,71441,690924,168545
2018年03月28日,857117,126758,68310,1440799,218320,4941319,1540655,2320385,116899,1001330,83260,316004,71625,692635,169072
2018年03月29日,858200,126937,68446,1442890,218652,4952065,1543714,2326273,116992,1003581,83436,316714,71822,694535,169554
2018年03月30日,859369,127081,68618,1445012,219010,4963318,1546733,2332032,117126,1005800,83684,317585,72010,696314,169985
2018年03月31日,860844,127212,68753,1447246,219357,4975784,1549700,2337050,117335,1007891,83852,318240,72148,697771,170350
2018年04月01日,862953,127402,68922,1450456,219800,4992902,1553480,2344058,117687,1010238,84016,319013,72310,699457,170816
2018年04月02日,864322,127547,69045,1452900,220166,5005535,1557154,2350638,117901,1012860,84138,319893,72440,701583,171265
2018年04月03日,865467,127725,69159,1455199,220535,5016913,1560392,2356600,118044,1015411,84419,320711,72624,703646,171733
2018年04月04日,866725,127871,69328,1457369,220863,5028480,1563618,2362896,118186,1017780,84630,321516,72769,705716,172188
2018年04月05日,868579,128002,69515,1460060,221160,5043224,1566978,2369055,118428,1020040,84828,322213,72915,707680,172680
2018年04月06日,870705,128148,69687,1463014,221553,5058998,1570556,2375948,118692,1022807,85010,323044,73054,709592,173142
2018年04月07日,872633,128307,69900,1465915,221992,5074881,1574211,2382595,118917,1025452,85173,323754,73156,711747,173598
2018年04月08日,874123,128449,70055,1468476,222353,5087349,1578100,2389094,119041,1028088,85305,324527,73333,713967,174118
2018年04月09日,875260,128561,70189,1470619,222642,5098062,1581509,2395479,119132,1030202,85548,325391,73494,716061,174556
2018年04月10日,876460,128715,70289,1472964,222944,5108600,1584750,2401838,119227,1032371,85791,326258,73670,718248,175016
2018年04月11日,877471,128818,70403,1475006,223204,5118473,1587682,2407850,119326,1034387,85983,327072,73811,720503,175438
2018年04月12日,878658,128954,70521,1477187,223498,5129317,1591241,2414164,119455,1036617,86213,327926,74011,722910,175947
2018年04月13日,879866,129094,70697,1479303,223842,5140743,1594402,2420031,119569,1038605,86351,328778,74180,724877,176427
2018年04月14日,881567,129247,70881,1482065,224188,5155224,1597997,2426338,119737,1041038,86583,329609,74297,726793,176871
2018年04月15日,883517,129370,71058,1484995,224544,5170880,1602039,2432756,119915,1043481,86880,330409,74432,728561,177301
2018年04月16日,884825,129505,71201,1487426,224910,5182592,1605720,2439597,120017,1045859,87072,331414,74626,730753,177750
2018年04月17日,885801,129626,71314,1489554,225221,5192596,1608656,2445894,120087,1047859,87290,332184,74848,732779,178168
2018年04月18日,887007,129782,71433,1491813,225558,5203295,1611720,2452484,120211,1050292,87513,333063,75092,734816,178596
2018年04月19日,888169,129881,71572,1493927,225964,5213300,1614691,2458610,120305,1052518,87726,333857,75350,736815,179021
2018年04月20日,889481,130042,71720,1496438,226318,5225315,1618079,2465387,120445,1054926,87939,334768,75608,739051,179497
2018年04月21日,891065,130151,71888,1499194,226707,5239318,1621788,2471426,120630,1057396,88138,335548,75736,740949,179965
2018年04月22日,892882,130305,72020,1502148,227086,5254711,1625501,2477867,120862,1059995,88331,336296,75860,742735,180366
2018年04月23日,894213,130424,72169,1504586,227433,5266991,1629375,2485046,120986,1062547,88543,337247,76082,745043,180866
2018年04月24日,895254,130557,72284,1506627,227720,5277358,1632543,2491353,121075,1065129,88688,338195,76276,747220,181297
2018年04月25日,896282,130662,72415,1508811,228024,5287947,1635677,2497794,121187,1067782,88874,339029,76450,749479,181812
2018年04月26日,897455,130822,72546,1510981,228325,5298400,1639035,2504254,121289,1070263,89094,339823,76653,751759,182256
2018年04月27日,898536,130963,72700,1513367,228703,5310069,1642158,2510621,121390,1072447,89252,340719,76820,754006,182666
2018年04月28日,899905,131109,72871,1516083,229124,5322147,1645582,2517496,121522,1075181,89488,341634,77026,756224,183114
2018年04月29日,901648,131278,73060,1518809,229488,5337132,1649017,2523559,121749,1077639,89826,342346,77134,757944,183503
2018年04月30日,903844,131446,73243,1521971,229930,5353834,1653052,2530664,122003,1080482,89981,343077,77299,759651,183862
2018年05月01日,905996,131577,73452,1524794,230349,5370636,1657081,2538250,122263,1083013,90205,343862,77411,761415,184240
2018年05月02日,907564,131750,73604,1527499,230708,5383218,1660895,2546010,122408,1085794,90381,344724,77593,763629,184642
2018年05月03日,908764,131879,73729,1529793,231060,5394006,1664248,2552651,122519,1088273,90538,345511,77739,765723,185055
2018年05月04日,910217,132006,73894,1532492,231479,5406915,1668292,2560124,122662,1090995,90743,346538,77934,767988,185484
2018年05月05日,911839,132121,74077,1535350,231916,5421106,1672297,2566809,122858,1093451,90989,347326,78064,770019,185830
2018年05月06日,913753,132257,74246,1538259,232321,5436539,1676978,2573942,123076,1096085,91119,348088,78211,771785,186227
2018年05月07日,915122,132405,74399,1541034,232729,5448932,1681507,2580852,123203,1098651,91399,348932,78419,774000,186697
2018年05月08日,916322,132548,74508,1543381,233094,5460024,1685235,2587649,123313,1101257,91602,349801,78641,776417,187147
2018年05月09日,917514,132672,74649,1545486,233438,5470649,1688787,2593716,123414,1103582,91856,350541,78824,778735,187593
2018年05月10日,918780,132835,74778,1547951,233770,5482029,1692751,2600704,123509,1106135,92099,351449,79004,781236,188085
2018年05月11日,920070,132968,74943,1550283,234100,5493017,1696226,2607465,123638,1108459,92336,352305,79128,783562,188508
2018年05月12日,921948,133102,75152,1553429,234534,5508559,1699962,2614727,123814,1111082,92569,353138,79272,785756,188971
2018年05月13日,923966,133210,75343,1556401,234940,5523294,1704153,2621101,124010,1113698,92791,353865,79419,787565,189333
2018年05月14日,925242,133348,75511,1558937,235307,5534830,1707896,2627934,124108,1116244,93017,354715,79546,789834,189747
2018年05月15日,926330,133486,75640,1561204,235659,5545312,1711230,2634327,124183,1118661,93258,355476,79669,792125,190193
2018年05月16日,927391,133619,75777,1563430,236021,5556808,1714584,2640570,124267,1121143,93478,356389,79865,794490,190686
2018年05月17日,928432,133756,75922,1565562,236411,5566990,1717761,2646474,124352,1123478,93690,357155,80051,796777,191249
2018年05月18日,929745,133912,76089,1567881,236869,5579034,1721475,2653559,124531,1125885,93881,358059,80215,799208,191746
2018年05月19日,931380,134034,76272,1570632,237265,5593050,1725410,2659969,124733,1128055,94114,358843,80342,801088,192120
2018年05月20日,933597,134169,76509,1574086,237860,5609663,1730371,2667348,124969,1131062,94403,359635,80522,803079,192512
2018年05月21日,934834,134316,76678,1576838,238216,5621099,1734165,2674148,125052,1133417,94637,360332,80726,805308,192972
2018年05月22日,936056,134465,76795,1579401,238600,5632833,1737966,2681262,125157,1135820,94901,361212,80942,807531,193408
2018年05月23日,937193,134596,76912,1581452,238849,5643989,1740927,2688192,125242,1137935,95151,361908,81076,809742,193850
2018年05月24日,938475,134761,77062,1583875,239247,5656720,1744809,2696077,125361,1140463,95472,362740,81300,812234,194409
2018年05月25日,939745,134914,77229,1586528,239648,5668517,1748490,2704108,125488,1142792,95703,363648,81459,814355,194918
2018年05月26日,941724,135034,77412,1589710,240005,5684153,1752810,2711846,125689,1145403,96003,364470,81655,816400,195348
2018年05月27日,943666,135176,77535,1592907,240423,5700247,1757334,2719509,125890,1148041,96245,365191,81789,818181,195775
2018年05月28日,945053,135308,77650,1595475,240803,5711765,1761391,2727798,125982,1150313,96555,366064,81967,820285,196208
2018年05月29日,946214,135438,77810,1597806,241106,5722215,1764933,2735035,126065,1152387,96872,366813,82137,822368,196645
2018年05月30日,947487,135564,77916,1600162,241443,5733617,1768580,2742497,126163,1154881,97140,367672,82384,824532,197102
2018年05月31日,948603,135692,78039,1602609,241781,5745041,1771974,2750087,126253,1157249,97458,368561,82628,826550,197633
2018年06月01日,950152,135835,78216,1605627,242300,5758307,1776231,2758146,126405,1160110,97734,369618,82831,828815,198169
2018年06月02日,951702,135992,78334,1608289,242696,5771785,1779947,2764771,126563,1162121,97975,370348,82957,830556,198592
2018年06月03日,953613,136178,78451,1611633,243194,5788510,1784990,2772667,126771,1165255,98191,371085,83113,832506,199013
2018年06月04日,954730,136290,78552,1613888,243593,5798913,1788713,2779105,126865,1167295,98425,371861,83324,834459,199440
2018年06月05日,955879,136402,78673,1616424,243987,5810561,1792580,2786221,126977,1169933,98822,372711,83494,836736,200108
2018年06月06日,957122,136530,78835,1618954,244406,5822332,1796075,2793881,127109,1172336,99194,373548,83766,838892,200711
2018年06月07日,958514,136679,79045,1621577,244776,5835433,1800092,2801571,127263,1175220,99538,374389,84005,841237,201278
2018年06月08日,959942,136832,79288,1624265,245184,5848614,1804147,2808745,127379,1178197,99838,375268,84283,843650,201787
2018年06月09日,961770,136999,79513,1627650,245631,5864509,1808462,2816130,127571,1181180,100130,376086,84473,845821,202243
2018年06月10日,963538,137140,79691,1630513,246051,5880283,1812928,2823699,127737,1184157,100386,376837,84623,847649,202724
2018年06月11日,964756,137246,79846,1633032,246460,5893198,1816809,2831053,127850,1187001,100715,377646,84769,849971,203210
2018年06月12日,966021,137380,79987,1635607,246925,5906938,1820423,2840773,127942,1189712,100987,378396,84947,852224,203657
2018年06月13日,967980,137510,80153,1639430,247561,5928541,1825726,2856750,128086,1193407,101340,379422,85121,855204,204454
2018年06月14日,969554,137639,80342,1642432,248015,5944837,1830031,2868002,128206,1196390,101657,380401,85337,857626,205021
2018年06月15日,971415,137791,80558,1645897,248613,5962558,1834744,2880437,128345,1199931,101972,381511,85554,860197,205594
2018年06月16日,973509,137923,80762,1649776,249112,5982949,1839529,2892532,128514,1203157,102206,382412,85687,862276,206121
2018年06月17日,975762,138053,80945,1653643,249627,6003073,1844698,2904874,128696,1206475,102380,383287,85815,864145,206594
2018年06月18日,978023,138208,81155,1657725,250164,6024556,1850246,2917224,128894,1210305,102573,384132,85981,866069,207077
2018年06月19日,979537,138307,81353,1660692,250664,6039990,1854471,2927873,128995,1213487,102865,384959,86171,868114,207608
2018年06月20日,981232,138443,81535,1663722,251238,6056085,1858661,2938587,129091,1216753,103178,385930,86344,870854,208290
2018年06月21日,982839,138568,81691,1666745,251755,6072469,1862842,2949232,129205,1220179,103497,386872,86526,873165,208848
2018年06月22日,984457,138738,81881,1670201,252371,6090329,1867450,2960476,129346,1223529,103793,387947,86743,875718,209415
2018年06月23日,986402,138909,82087,1673808,252837,6110028,1872204,2972415,129499,1227280,104043,388841,86957,877747,209927
2018年06月24日,988530,139043,82285,1677494,253398,6130418,1877578,2984494,129678,1230802,104228,389753,87102,879789,210409
2018年06月25日,990424,139180,82447,1680871,253866,6146770,1882167,2996008,129811,1234160,104491,390745,87280,882058,210932
2018年06月26日,992173,139327,82651,1684011,254364,6163295,1886583,3007433,129918,1237790,104761,391717,87450,884263,211481
2018年06月27日,994047,139454,82835,1686980,254772,6180029,1890695,3019253,130054,1241564,105036,392648,87636,886455,211984
2018年06月28日,995791,139586,82984,1689989,255191,6197322,1895245,3030742,130188,1245220,105341,393653,87880,888965,212473
2018年06月29日,997691,139760,83187,1693160,255734,6215839,1899736,3043737,130365,1249041,105653,394754,88046,891310,213020
2018年06月30日,999961,139927,83400,1697127,256242,6236768,1904702,3057746,130551,1253137,105918,395778,88183,893278,213570
2018年07月01日,1002160,140088,83561,1700595,256801,6257212,1909555,3069395,130729,1256966,106125,396600,88276,895037,214001
2018年07月02日,1004183,140220,83728,1704015,257257,6275523,1914801,3081900,130869,1260725,106424,397655,88532,897315,214501
2018年07月03日,1006117,140373,83880,1707396,257749,6293651,1920901,3094738,131006,1264563,106734,398689,88757,899930,215038
2018年07月04日,1008154,140511,84025,1710860,258209,6312472,1925520,3108094,131152,1268309,107028,399677,88982,902740,215609
2018年07月05日,1010249,140685,84187,1714277,258697,6331331,1930171,3121557,131332,1272428,107361,400699,89179,905416,216152
2018年07月06日,1012469,140914,84421,1717845,259203,6351000,1935203,3136133,131538,1276550,107708,401798,89375,907994,216793
2018年07月07日,1014855,141098,84616,1721703,259767,6371047,1940232,3150021,131752,1280442,107969,402742,89545,910305,217266
2018年07月08日,1017361,141267,84844,1725799,260248,6392072,1946395,3165098,131983,1284881,108179,403737,89754,912388,217704
2018年07月09日,1019549,141411,85077,1729357,260744,6410752,1951502,3179924,132185,1288841,108515,404749,89994,915267,218262
2018年07月10日,1021967,141554,85310,1733193,261447,6430844,1956884,3194773,132404,1293005,108792,405839,90187,918117,218867
2018年07月11日,1024250,141702,85519,1736889,262048,6453310,1962062,3210371,132648,1296995,109156,406908,90397,920772,219406
2018年07月12日,1026736,141845,85722,1740861,262610,6475125,1967510,3224950,132847,1301567,109442,407959,90619,923487,220020
2018年07月13日,1029152,142018,85928,1744576,263148,6497274,1972570,3240165,133087,1305997,109774,409241,90854,926447,220641
2018年07月14日,1031795,142223,86183,1748924,263675,6520433,1978478,3255722,133342,1310195,110048,410395,91040,929011,221155
2018年07月15日,1034613,142414,86436,1753311,264234,6542966,1985311,3271445,133623,1314672,110299,411414,91186,931326,221662
2018年07月16日,1037349,142542,86698,1757495,264760,6565689,1992192,3287692,133881,1319008,110665,412390,91421,934393,222228
2018年07月17日,1040016,142692,86909,1761460,265292,6587909,1997697,3304421,134106,1323485,111057,413421,91666,937385,222838
2018年07月18日,1043002,142935,87142,1765776,265878,6612367,2003806,3320963,134341,1328942,111411,414553,91960,940766,223576
2018年07月19日,1045811,143120,87348,1769466,266411,6635553,2009320,3335794,134616,1334299,111797,415830,92182,943846,224191
2018年07月20日,1048790,143364,87622,1773809,267003,6660601,2015758,3353231,134882,1339967,112149,417268,92489,946975,224877
2018年07月21日,1051625,143530,87892,1778365,267612,6686823,2021930,3369464,135117,1345546,112486,418501,92691,949934,225481
2018年07月22日,1054437,143680,88134,1782704,268226,6710736,2028298,3385679,135383,1350928,112761,419761,92892,952477,225955
2018年07月23日,1057579,143858,88405,1787008,268842,6734196,2034591,3403716,135615,1356461,113084,421091,93156,955761,226553
2018年07月24日,1060899,144036,88639,1791399,269505,6759517,2041333,3421031,135895,1362283,113465,422450,93453,959433,227241
2018年07月25日,1064001,144207,88843,1795657,270073,6783995,2047828,3437392,136163,1368108,113839,423892,93720,962826,227933
2018年07月26日,1067073,144391,89076,1799997,270678,6810996,2054406,3454482,136450,1374013,114134,425338,93966,966286,228590
2018年07月27日,1069881,144574,89305,1804177,271173,6835417,2060040,3469847,136730,1379299,114553,426768,94156,969697,229215
2018年07月28日,1073049,144780,89604,1809139,271787,6861139,2066672,3485394,137076,1384782,114882,427975,94316,972594,229772
2018年07月29日,1076153,144979,89811,1813659,272321,6885350,2073314,3501250,137354,1390069,115186,429102,94443,975170,230219
2018年07月30日,1079316,145143,90033,1818028,272961,6909857,2079573,3517014,137673,1395270,115580,430364,94655,978715,230846
2018年07月31日,1082310,145300,90220,1822352,273563,6933759,2085809,3532864,137941,1400854,115973,431545,94860,982271,231602
2018年08月01日,1085572,145502,90477,1826900,274090,6959831,2092281,3549505,138274,1406655,116272,432774,95107,986087,232371
2018年08月02日,1088566,145654,90718,1831132,274592,6984764,2099145,3564867,138578,1412401,116661,433965,95326,989634,233094
2018年08月03日,1091874,145878,90999,1835772,275149,7013233,2105906,3581870,138906,1418286,117004,435329,95599,993191,233829
2018年08月04日,1094847,146047,91276,1840382,275584,7038349,2112929,3596671,139213,1424295,117415,436498,95795,996165,234409
2018年08月05日,1097953,146236,91530,1844980,276154,7064165,2120373,3613082,139564,1429744,117681,437630,95991,998969,234957
2018年08月06日,1100830,146407,91762,1849155,276707,7088738,2126644,3628700,139865,1435203,117995,438686,96215,1002260,235608
2018年08月07日,1103856,146576,92019,1853731,277257,7116145,2133268,3645618,140147,1441322,118368,440097,96525,1005974,236277
2018年08月08日,1106700,146752,92241,1858078,277819,7144981,2139362,3661819,140406,1446925,118787,441351,96789,1009330,237037
2018年08月09日,1109641,146944,92451,1862391,278411,7173098,2145325,3678812,140678,1452359,119136,442666,97046,1012908,237847
2018年08月10日,1112525,147177,92726,1866728,279009,7200555,2151426,3695129,140978,1458112,119436,443997,97308,1016700,238692
2018年08月11日,1115501,147502,93002,1871357,279595,7228006,2158154,3711649,141297,1464356,119822,445322,97510,1020003,239319
2018年08月12日,1118400,147672,93234,1875525,280104,7252807,2164154,3726845,141594,1469768,120119,446347,97686,1022501,239859
2018年08月13日,1121301,147834,93452,1879961,280689,7279648,2170582,3744689,141892,1475916,120459,447526,97975,1026002,240575
2018年08月14日,1124393,147971,93657,1884228,281238,7305196,2176841,3761671,142159,1481375,120852,448890,98294,1029641,241301
2018年08月15日,1127413,148157,93918,1888769,281803,7333653,2183060,3779984,142463,1487530,121152,450099,98538,1033325,241978
2018年08月16日,1130245,148302,94148,1892740,282379,7359917,2188734,3797878,142761,1492863,121584,451253,98742,1036757,242660
2018年08月17日,1133919,148498,94522,1897902,283179,7388424,2195948,3815851,143151,1499669,122033,452731,98928,1040165,243344
2018年08月18日,1137162,148636,94770,1902329,283707,7414951,2203285,3832768,143445,1505308,122415,453813,99114,1043142,243943
2018年08月19日,1140373,148836,95002,1907082,284252,7441777,2210688,3850215,143743,1511227,122719,454904,99389,1045954,244510
2018年08月20日,1143274,148975,95215,1911236,284845,7467093,2217031,3867217,143992,1516738,123047,456095,99677,1049500,245181
2018年08月21日,1146193,149138,95413,1915589,285355,7493747,2223206,3885166,144229,1522807,123444,457343,100078,1052949,246078
2018年08月22日,1149053,149297,95611,1919585,285928,7521771,2229309,3902692,144470,1528551,123872,458592,100441,1056581,246844
2018年08月23日,1151889,149462,95844,1923650,286419,7549577,2235656,3920408,144740,1534865,124278,459831,100959,1060376,247663
2018年08月24日,1154764,149617,96050,1927771,287054,7575915,2241949,3938046,145024,1540134,124744,461144,101228,1063749,248565
2018年08月25日,1157884,149777,96283,1932362,287629,7602949,2249280,3955869,145378,1546541,125074,462330,101471,1066840,249259
2018年08月26日,1160972,149922,96496,1937016,288199,7628746,2256061,3973333,145679,1551911,125357,463458,101732,1069502,249813
2018年08月27日,1164122,150093,96687,1941905,288862,7655533,2263148,3991622,146023,1557863,125754,464646,102001,1072825,250467
2018年08月28日,1166959,150250,96878,1945891,289454,7680123,2269624,4009346,146275,1563014,126144,465835,102241,1075773,251164
2018年08月29日,1170128,150430,97075,1950731,290107,7707532,2276711,4027363,146611,1569167,126485,467155,102521,1079421,251902
2018年08月30日,1173316,150602,97289,1955318,290698,7733783,2284069,4044692,146932,1574776,127028,468378,102817,1082315,252628
2018年08月31日,1176610,150789,97513,1960317,291487,7760925,2291611,4062591,147227,1580799,127488,469659,103035,1085355,253513
2018年09月01日,1179732,150966,97728,1965083,292162,7786899,2298429,4080065,147538,1586780,127893,470806,103243,1088161,254224
2018年09月02日,1182635,151144,97918,1969600,292788,7810292,2305277,4096561,147786,1592541,128271,471899,103418,1090659,254770
2018年09月03日,1184645,151304,98039,1973026,293233,7826674,2310745,4110068,147943,1597477,128650,473069,103759,1093426,255397
2018年09月04日,1186587,151437,98167,1976589,293690,7843126,2316148,4124286,148078,1602696,129093,474107,104073,1096317,256032
2018年09月05日,1188374,151566,98282,1980021,294167,7858979,2321625,4137558,148206,1607267,129462,475225,104306,1099620,256704
2018年09月06日,1190059,151712,98416,1983363,294664,7874626,2326833,4151188,148323,1611663,129859,476288,104604,1102644,257361
2018年09月07日,1191856,151899,98567,1986626,295176,7891830,2332055,4164752,148467,1615815,130236,477419,104841,1105715,257963
2018年09月08日,1194455,152045,98741,1990681,295667,7915489,2338481,4180043,148665,1620947,130613,478592,105004,1108426,258458
2018年09月09日,1197279,152204,98921,1994977,296186,7938904,2344685,4196327,148881,1625701,130890,479698,105116,1111045,258942
2018年09月10日,1199244,152396,99078,1999007,296700,7955791,2350662,4210182,149013,1630402,131345,480764,105323,1114098,259542
2018年09月11日,1200850,152545,99183,2002678,297180,7971504,2355882,4222847,149119,1634688,131826,481734,105576,1117083,260089
2018年09月12日,1202429,152720,99329,2006066,297655,7986543,2361326,4234905,149219,1639015,132281,482837,105836,1120108,260766
2018年09月13日,1203958,152874,99462,2009443,298154,8002008,2366637,4247576,149325,1642857,132677,483908,106077,1123132,261957
2018年09月14日,1205647,153036,99643,2013268,298752,8020284,2371772,4260765,149490,1647005,133073,485061,106308,1126445,262620
2018年09月15日,1208408,153193,99858,2017711,299343,8044460,2377380,4276056,149715,1651583,133373,486200,106536,1129151,263196
2018年09月16日,1211656,153376,100035,2022362,299987,8070220,2384016,4295235,150021,1656842,133661,487257,106664,1131641,263777
2018年09月17日,1213567,153506,100190,2026015,300550,8088460,2389496,4310004,150160,1661229,134084,488344,106920,1134763,264433
2018年09月18日,1215224,153633,100297,2029317,301070,8103559,2394284,4323275,150266,1665504,134472,489313,107183,1137897,265156
2018年09月19日,1216750,153758,100431,2032492,301537,8121112,2399258,4336445,150367,1669773,134841,490422,107489,1140826,265927
2018年09月20日,1218396,153936,100558,2035728,302032,8138022,2404434,4350080,150463,1673912,135308,491468,107739,1143770,266576
2018年09月21日,1220117,154125,100733,2039132,302535,8156330,2409877,4364380,150594,1677941,135661,492550,107970,1146569,267321
2018年09月22日,1222551,154342,100959,2043292,303089,8181120,2415831,4380412,150799,1682626,136075,493716,108133,1149067,268067
2018年09月23日,1225316,154536,101195,2047835,303631,8209031,2422256,4397771,151066,1687102,136378,494724,108272,1151330,268712
2018年09月24日,1228471,154691,101491,2052726,304315,8238121,2428872,4416062,151354,1692594,136671,495770,108399,1153651,269357
